,ProbablyMeantGSTerm,SemanticType,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,adjustedQueryTerm,preferredTerm,ui
1442,traditional medicine,Biomedical Occupation or Discipline,1442,1442,1442,1442,1442,1442,1442,traditional medicine law,"Medicine, Traditional",C0025131
1443,traditional chinese medicine,Biomedical Occupation or Discipline,1443,1443,1443,1443,1443,1443,1443,traditonal chinese medicine,Traditional Chinese Medicine,C0025124
1444,traditional chinese medicine,Biomedical Occupation or Discipline,1444,1444,1444,1444,1444,1444,1444,tradional chinese medicine,Traditional Chinese Medicine,C0025124
1446,transfusion medicine,Biomedical Occupation or Discipline,1446,1446,1446,1446,1446,1446,1446,transfusion medicin,Transfusion Medicine,C1273858
1692,public health nurs,Biomedical Occupation or Discipline,1692,1692,1692,1692,1692,1692,1692,public health nutr,Public Health Nursing,C0034023
1693,public health,Biomedical Occupation or Discipline,1693,1693,1693,1693,1693,1693,1693,public heath,public health medicine (field),C0034019
1694,psychiatry,Biomedical Occupation or Discipline,1694,1694,1694,1694,1694,1694,1694,psychiatr,Psychiatry Specialty,C0033873
1708,preventive medicine,Biomedical Occupation or Discipline,1708,1708,1708,1708,1708,1708,1708,preventine medicine,preventive medicine specialty,C0033110
1725,radiology,Biomedical Occupation or Discipline,1725,1725,1725,1725,1725,1725,1725,radiolgy,Radiology Specialty,C0034599
1751,pediatrics cardiology,Biomedical Occupation or Discipline,1751,1751,1751,1751,1751,1751,15,pediatric cardiology,Pediatric cardiology specialty,C1321166
1774,osteopathic medicine,Biomedical Occupation or Discipline,1774,1774,1774,1774,1774,1774,38,homeopathic medicine,Osteopathic Medicine,C0029450
1822,ophthalmology,Biomedical Occupation or Discipline,1822,1822,1822,1822,1822,1822,86,ec ophthalmology,Ophthalmology specialty,C0029087
1863,immunology,Biomedical Occupation or Discipline,1863,1863,1863,1863,1863,1863,127,inmunology,Immunology,C0152036
1866,forensics,Biomedical Occupation or Discipline,1866,1866,1866,1866,1866,1,,drug information portal,Forensic Medicine,C0016557
1879,gynecology,Biomedical Occupation or Discipline,1879,1879,1879,1879,1879,14,,sipahi ilke,Gynecology,C0018417
1907,maternal child health,Biomedical Occupation or Discipline,1907,1907,1907,1907,1907,42,,teen issues,Maternal-Child Health,C4035700
1994,gynecology,Biomedical Occupation or Discipline,1994,1994,1994,1994,9,,,dacogen vial,Gynecology,C0018417
2057,maternal child health,Biomedical Occupation or Discipline,2057,2057,2057,2057,72,,,francis crick,Maternal-Child Health,C4035700
2111,psychiatric,Biomedical Occupation or Discipline,2111,2111,2111,14,,,,pubmed clinical queries,Psychiatry Specialty,C0033873
2127,critical care nurse,Biomedical Occupation or Discipline,2127,2127,2127,30,,,,quakery,Intensive therapy nurse (occupation),C0586960
2147,tropical medicine,Biomedical Occupation or Discipline,2147,2147,2147,50,,,,pcod,Tropical Medicine,C0041186
2153,gastroenterology,Biomedical Occupation or Discipline,2153,2153,2153,56,,,,citing,gastroenterology (field),C0017163
2170,orthodontics,Biomedical Occupation or Discipline,2170,2170,2170,73,,,,bacillus and cellulose,Orthodontics speciality,C0029335
2188,physiotherapy,Biomedical Occupation or Discipline,2188,2188,2188,91,,,,medical terminology course,Physical therapy (field),C0699718
2219,clinical medicine,Biomedical Occupation or Discipline,2219,2219,2219,122,,,,viewers and players,Clinical Medicine,C0008964
2222,psychology,Biomedical Occupation or Discipline,2222,2222,2222,125,,,,children with diarrhea,Psychology,C0033909
2223,pediatric nurse,Biomedical Occupation or Discipline,2223,2223,2223,126,,,,artrosis,Pediatric Nursing,C0030753
2255,radiology,Biomedical Occupation or Discipline,2255,2255,2255,158,,,,osteopatia,Radiology Specialty,C0034599
2270,radiology,Biomedical Occupation or Discipline,2270,2270,2270,173,,,,embriologia experimental,Radiology Specialty,C0034599
2280,epidemiological,Biomedical Occupation or Discipline,2280,2280,1,,,,,making yellow magic,Epidemiology,C0014507
2286,anesthesiology,Biomedical Occupation or Discipline,2286,2286,7,,,,,medicina ita,Anesthesiology,C0002930
2297,physiotherapy,Biomedical Occupation or Discipline,2297,2297,18,,,,,redox signaling molecules,Physical therapy (field),C0699718
2374,pharmacology,Biomedical Occupation or Discipline,2374,2374,95,,,,,surrogacy,Pharmacology,C0031330
2406,prosthodontics,Biomedical Occupation or Discipline,2406,2406,127,,,,,vaccine autism,Prosthodontic specialty,C0033590
2425,cardiology,Biomedical Occupation or Discipline,2425,2425,146,,,,,butler hospital,Cardiology discipline,C0007189
2472,gynecology,Biomedical Occupation or Discipline,2472,35,,,,,,anterior curciate ligament,Gynecology,C0018417
2504,anatomy,Biomedical Occupation or Discipline,2504,67,,,,,,learning health system,Science of Anatomy,C0002808
2524,epigenetic,Biomedical Occupation or Discipline,2524,87,,,,,,download,study of epigenetics,C1655731
2657,psychosomatic medicine,Biomedical Occupation or Discipline,17,,,,,,,surgery videos,Psychosomatic Medicine,C0033966
2675,biotechnology,Biomedical Occupation or Discipline,35,,,,,,,clinical trial phases,Biotechnology,C0005574
2737,physiotherapy,Biomedical Occupation or Discipline,97,,,,,,,ptsd treatment,Physical therapy (field),C0699718
2776,clinical neurophysiology,Biomedical Occupation or Discipline,136,,,,,,,electrically reduced water,Clinical neurophysiology,C4255068
9,maternal child health,Biomedical Occupation or Discipline,,,,,,,,cancer articulo,Maternal-Child Health,C4035700
51,obstetric and gynecology,Biomedical Occupation or Discipline,,,,,,,,virus del sarampion,Obstetrics and gynecology (clinical specialty),C1274104
57,epigenetic,Biomedical Occupation or Discipline,,,,,,,,diabetes gestacional,study of epigenetics,C1655731
110,psychology,Biomedical Occupation or Discipline,,,,,,,,cbd and pain,Psychology,C0033909
139,medical surgical nursing,Biomedical Occupation or Discipline,,,,,,,,lycopene and prostate cancer,Medical-Surgical Nursing,C1513053
1435,tablet,Biomedical or Dental Material,1435,1435,1435,1435,1435,1435,1435,tableyt,Tablet Dosage Form,C0039225
2238,toothpaste,Biomedical or Dental Material,2238,2238,2238,141,,,,anal fissure operation,Toothpaste,C0040462
1531,supraglottic,Body Location or Region,1531,1531,1531,1531,1531,1531,1531,supraglotic,Supraglottic,C0442192
2230,thorax,Body Location or Region|Body Location or Region|Body Location or Region,2230,2230,2230,133,,,,rashes,Chest,C0817096
64,nasopharynx,"Body Part, Organ, or Organ Component",64,64,64,64,64,64,64,nasopharyn,Nasopharynx,C0027442
149,nasopharynx,"Body Part, Organ, or Organ Component",149,149,149,149,149,149,149,nasophary,Nasopharynx,C0027442
195,cerebral,"Body Part, Organ, or Organ Component",195,195,195,195,195,195,195,crebral,Brain,C0006104
283,lymph nodes,"Body Part, Organ, or Organ Component",283,283,283,283,283,283,283,lyph node,lymph nodes,C0024204
318,pubic hair,"Body Part, Organ, or Organ Component",318,318,318,318,318,318,318,pubic air,Structure of hair of pubis,C0221988
389,tongue,"Body Part, Organ, or Organ Component",389,389,389,389,389,389,389,tongu,Tongue,C0040408
473,oculomotor nerve,"Body Part, Organ, or Organ Component",473,473,473,473,473,473,473,oculootor nerve,Oculomotor nerve structure,C0028864
668,lungs,"Body Part, Organ, or Organ Component",668,668,668,668,668,668,668,lunges,Lung,C0024109
850,parascapular flap,"Body Part, Organ, or Organ Component",850,850,850,850,850,850,850,para scapular flap,Parascapular flap,C0456999
1192,left ventricle,"Body Part, Organ, or Organ Component",1192,1192,1192,1192,1192,1192,1192,left ventrical,Left ventricular structure,C0225897
1413,telencephalon,"Body Part, Organ, or Organ Component",1413,1413,1413,1413,1413,1413,1413,telencephslon,Telencephalon,C0039452
1471,thyroid,"Body Part, Organ, or Organ Component",1471,1471,1471,1471,1471,1471,1471,throid,Thyroid Gland,C0040132
1643,trigeminal nerve,"Body Part, Organ, or Organ Component",1643,1643,1643,1643,1643,1643,1643,trigemin nerve,Trigeminal nerve structure,C0040996
1776,esophagus,"Body Part, Organ, or Organ Component",1776,1776,1776,1776,1776,1776,40,esophagous,Esophagus,C0014876
1831,prostate,"Body Part, Organ, or Organ Component",1831,1831,1831,1831,1831,1831,95,prostrate,Prostate,C0033572
1871,heart,"Body Part, Organ, or Organ Component",1871,1871,1871,1871,1871,6,,plos one,Heart,C0018787
1966,breast,"Body Part, Organ, or Organ Component",1966,1966,1966,1966,1966,101,,auto immune disease,Breast,C0006141
2073,breast,"Body Part, Organ, or Organ Component",2073,2073,2073,2073,88,,,joint bone spine,Breast,C0006141
2249,cardiac,"Body Part, Organ, or Organ Component",2249,2249,2249,152,,,,mayo clinic,Heart,C0018787
2440,anterior cruciate ligament,"Body Part, Organ, or Organ Component",2440,3,,,,,,mobility and aged,Anterior Cruciate Ligament,C0078960
2441,anterior cruciate ligament,"Body Part, Organ, or Organ Component",2441,4,,,,,,docline 6,Anterior Cruciate Ligament,C0078960
2479,cornea,"Body Part, Organ, or Organ Component",2479,42,,,,,,enfermedades del corazon,Cornea,C0010031
2522,anterior cruciate ligament,"Body Part, Organ, or Organ Component",2522,85,,,,,,essure,Anterior Cruciate Ligament,C0078960
2680,thyroid gland,"Body Part, Organ, or Organ Component",40,,,,,,,algaecal,Thyroid Gland,C0040132
2722,cornea,"Body Part, Organ, or Organ Component",82,,,,,,,ldl the bad cholesterol,Cornea,C0010031
2753,plantar fascia,"Body Part, Organ, or Organ Component",113,,,,,,,surgical technology,Plantar fascia structure,C0549109
58,lymph nodes,"Body Part, Organ, or Organ Component",,,,,,,,insulin production,lymph nodes,C0024204
89,testes,"Body Part, Organ, or Organ Component",,,,,,,,medabbr,Inferior Colliculus,C0021358
386,tight junction,Body Space or Junction,386,386,386,386,386,386,386,tight junktion,Tight Junctions,C0242358
1119,maxillary sinus,Body Space or Junction,1119,1119,1119,1119,1119,1119,1119,maxilla sinus,Maxillary Sinus,C0024957
1408,temporomandibular joint,Body Space or Junction,1408,1408,1408,1408,1408,1408,1408,temporal mandibular joint,Temporomandibular Joint,C0039493
1409,temporomandibular joint,Body Space or Junction,1409,1409,1409,1409,1409,1409,1409,temporalmandibular joint,Temporomandibular Joint,C0039493
396,medical waste,Body Substance,396,396,396,396,396,396,396,biomedical waste,Medical Waste,C0025111
1641,trichobezoar,Body Substance,1641,1641,1641,1641,1641,1641,1641,tricobezohar,Trichobezoars,C0520449
2258,fluids,Body Substance,2258,2258,2258,161,,,,sleep health,Body Fluids,C0005889
2512,urinary stone,Body Substance,2512,75,,,,,,benjamin rush,Urinary Calculi,C0042018
2534,breast milk,Body Substance,2534,97,,,,,,icmje,Milk (body substance),C0026131
1086,lymphatic,Body System,1086,1086,1086,1086,1086,1086,1086,lymphatics,Lymphatic System,C0024235
1090,lymphatic system,Body System,1090,1090,1090,1090,1090,1090,1090,lympatic system,Lymphatic System,C0024235
1174,lymphatic system,Body System,1174,1174,1174,1174,1174,1174,1174,limphatic system,Lymphatic System,C0024235
1272,neuroendocrine,Body System,1272,1272,1272,1272,1272,1272,1272,neuroendocrino,Neurosecretory Systems,C0027912
1278,neutrophils,Cell,1278,1278,1278,1278,1278,1278,1278,netrophils,neutrophil,C0027950
1326,mesenchymal cell,Cell,1326,1326,1326,1326,1326,1326,1326,mesenchymall cell,Mesenchymal Stem Cells,C1257975
1415,t cell,Cell,1415,1415,1415,1415,1415,1415,1415,tcell,T-Lymphocyte,C0039194
1506,spermatozoa,Cell,1506,1506,1506,1506,1506,1506,1506,spermatoza,sperm cell,C0037868
1539,stem cells,Cell,1539,1539,1539,1539,1539,1539,1539,stemcells,Stem cells,C0038250
1880,circulating tumor cells,Cell,1880,1880,1880,1880,1880,15,,albuterol oral inhalation,Circulating Neoplastic Cells,C0027625
1986,circulating tumor cells,Cell,1986,1986,1986,1986,1,,,indian journal,Circulating Neoplastic Cells,C0027625
2112,nk cell,Cell,2112,2112,2112,15,,,,umls annual report,Natural Killer Cells,C0022688
2209,car-cell,Cell,2209,2209,2209,112,,,,robotic surgery,CXCL12-Abundant Reticular Cell,C3899739
2239,car t cells,Cell,2239,2239,2239,142,,,,acupuntura,Chimeric Antigen Receptor T-cells,C4527316
2312,sickle cell,Cell,2312,2312,33,,,,,5htp,Drepanocyte (cell),C0221283
2627,liver stem cells,Cell,2627,190,,,,,,bio,Hepatic stem cell,C1517917
102,car t cells,Cell,,,,,,,,protandium,Chimeric Antigen Receptor T-cells,C4527316
126,chromosome 2,Cell Component,126,126,126,126,126,126,126,chromosome 23,"Chromosomes, Human, Pair 2",C0008662
190,chromosomal,Cell Component,190,190,190,190,190,190,190,cromosoma,Chromosomes,C0008633
242,chromosome 18,Cell Component,242,242,242,242,242,242,242,chromosome 18p,"Chromosomes, Human, Pair 18",C0008660
805,chromosome,Cell Component,805,805,805,805,805,805,805,cromosome,Chromosomes,C0008633
1358,mitochondria,Cell Component,1358,1358,1358,1358,1358,1358,1358,mitochondira,Mitochondria,C0026237
1575,y chromosome,Cell Component,1575,1575,1575,1575,1575,1575,1575,y chromosone,Y Chromosome,C0043381
1591,x chromosome,Cell Component,1591,1591,1591,1591,1591,1591,1591,x cromosome,X Chromosome,C0043292
2163,telomere,Cell Component,2163,2163,2163,66,,,,lyme,telomere,C0085187
2663,telomere,Cell Component,23,,,,,,,maimed men,telomere,C0085187
2205,exosome,Cell Component|Cell Component,2205,2205,2205,108,,,,the four humors,Exosomes,C2350332
1089,lymphocyte development,Cell Function,1089,1089,1089,1089,1089,1089,1089,lymphocyte developmennt,lymphocyte development,C3158359
2288,programed cell death,Cell Function,2288,2288,9,,,,,for rebels its a kick,Apoptosis,C0162638
118,oxidative stress,Cell or Molecular Dysfunction,118,118,118,118,118,118,118,oxidated stress,Oxidative Stress,C0242606
354,oxidative stress,Cell or Molecular Dysfunction,354,354,354,354,354,354,354,oxidattive stress,Oxidative Stress,C0242606
435,neurodegeneration,Cell or Molecular Dysfunction,435,435,435,435,435,435,435,neurodegenration,Nerve Degeneration,C0027746
2474,stress oxidative,Cell or Molecular Dysfunction,2474,37,,,,,,snomed code,Oxidative Stress,C0242606
2115,basic,Chemical Viewed Functionally,2115,2115,2115,18,,,,grasp release,Base,C0178499
1121,metal complexes,Chemical Viewed Structurally,1121,1121,1121,1121,1121,1121,1121,matal complexes,Coordination Complexes,C0596913
1786,classification,Classification,1786,1786,1786,1786,1786,1786,50,klassification,Classification,C0008902
2801,toast classification,Classification,161,,,,,,,hipotension,TOAST Classification,C1710306
664,bone mineral density,Clinical Attribute,664,664,664,664,664,664,664,bone mineral dansity,Bone Density,C0005938
1394,antimicrobial resistance,Clinical Attribute,1394,1394,1394,1394,1394,1394,1394,microbial resistance,Antimicrobial Resistance,C1456627
1498,sodium intake,Clinical Attribute,1498,1498,1498,1498,1498,1498,1498,sodiuùm intake,sodium intake,C0489645
1637,thrombolysis,Clinical Attribute,1637,1637,1637,1637,1637,1637,1637,trombolysis,"Thrombolysis, function",C0520997
2691,lung sound,Clinical Attribute,51,,,,,,,measels,Respiratory Sounds,C0035234
672,metronidazole oral,Clinical Drug,672,672,672,672,672,672,672,metronidazole rat,Metronidazole Oral Product,C0360345
1439,topical salicylic acid,Clinical Drug,1439,1439,1439,1439,1439,1439,1439,topic salicylic acid,Salicylic Acid Topical Product,C3212023
1580,zoledronic acid injection,Clinical Drug,1580,1580,1580,1580,1580,1580,1580,zoledrionic acid injection,zoledronic acid Injection,C4301710
1610,ulipristal acetate 30mg tab,Clinical Drug,1610,1610,1610,1610,1610,1610,1610,ulipristal acetate 30mg,ulipristal acetate 30 MG Oral Tablet,C2927378
2561,nicotine patch,Clinical Drug,2561,124,,,,,,robert koch,Nicotine Transdermal Patch,C0358855
1337,medical topography,Conceptual Entity,1337,1337,1337,1337,1337,1337,1337,medicl topogrphy,"Topography, Medical",C0376559
1426,synonym,Conceptual Entity,1426,1426,1426,1426,1426,1426,1426,synonyme,Synonym,C0871468
88,tetralogy of fallot,Congenital Abnormality,88,88,88,88,88,88,88,totralogy of fallot,Tetralogy of Fallot,C0039685
98,bicuspid aortic valve,Congenital Abnormality,98,98,98,98,98,98,98,bicaspid aortic valve,Bicuspid aortic valve,C0149630
162,venous malformation,Congenital Abnormality,162,162,162,162,162,162,162,cavernous malformations,Venous malformation,C0265950
276,hypospadias,Congenital Abnormality,276,276,276,276,276,276,276,hipospadias,Hypospadias,C0848558
657,achondroplasia,Congenital Abnormality,657,657,657,657,657,657,657,acondroplasia,Achondroplasia,C0001080
674,neurocutaneous syndrome,Congenital Abnormality,674,674,674,674,674,674,674,neurocutaneum syndrome,Sturge-Weber Syndrome,C0038505
709,meningomyelocele,Congenital Abnormality,709,709,709,709,709,709,709,meningomielocele,Meningomyelocele,C0025312
786,neural tube defect,Congenital Abnormality,786,786,786,786,786,786,786,neural tube defence,Neural Tube Defects,C0027794
799,choanal atresia,Congenital Abnormality,799,799,799,799,799,799,799,choanas atresia,Choanal Atresia,C0008297
853,xeroderma pigmentosum,Congenital Abnormality,853,853,853,853,853,853,853,xeroderma pigmentosa,Xeroderma Pigmentosum,C0043346
905,transposition great vessels,Congenital Abnormality,905,905,905,905,905,905,905,transposition great vassels,Transposition of Great Vessels,C0040761
906,transposition great arteries,Congenital Abnormality,906,906,906,906,906,906,906,transposicion great arteries,Transposition of Great Vessels,C0040761
